ability	{'capacidad', 'poder', 'habilidad', 'ingenio', 'talento', 'aptitud'}
fat	{'lipide', 'tabla_de_asignación_archivos', 'adiposo', 'aeropuerto_internacional_de_fresno_yosemite', 'grasienta', 'buqué', 'tabla_de_asignación_de_archivos', 'rico', 'lípidos_complejos', 'gordo', 'graso', 'frutas', 'grasa', 'vfat', 'lipoide', 'gordura', 'frente_autentico_del_trabajo', 'lipoideo', 'tejido_graso', 'seco', 'tabla_de_asignacion_de_archivos', 'asociación_de_fútbol_de_tailandia', 'stypsis', 'bouqué', "what's_that_noise?", 'lipídico', 'aeropuerto_internacional_fresno_yosemite', 'bouque', 'fat16', 'kfat', 'grasoso', 'oleoso', 'obeso', 'football_association_of_thailand', 'carnoso', 'tejido_adiposo_subcutáneo', 'corpulencia', 'tejido_adiposo', 'grueso', 'sistemas_de_archivos_fat', 'productivo', 'fértil', 'cuerpo', 'fat', 'cebar', 'sustancioso', 'ganancioso', 'fat32', 'lipidos', 'sobrepeso', 'lípido_complejo', 'carnosidad', 'obesidad', 'astringencia', 'lipido', 'lípidos', 'sainar', 'adiposidad', 'panículo_adiposo', 'paniculo_adiposo', 'grasosa', 'grasa_corporal', 'frente_auténtico_del_trabajo', 'aumento_de_peso', 'buquet', 'fat1', 'adiposis', 'mineralidad', 'engordar', 'lipidico', 'grasas', 'lípido', 'aeropuerto_internacional_de_fresno-yosemite', 'equilibrio', 'oleosa', 'glicerolípido', 'grasa_visceral'}
father	{'dios_en_el_islamismo', 'emprendedor_en_serie', 'dios_en_el_islam', 'padre_de_la_iglesia', 'padre_dios', 'sacerdotes_católicos', 'dios', 'espíritu_emprendedor', 'emprendeurismo', 'producir', 'padres_orientales', 'sacerdocio_en_la_iglesia_catolica', 'papa', 'empresarial', 'sacerdote', 'generar', 'papi', 'engendrar', 'antepasado', 'confident', 'espiritu_empresarial', 'the_gift', 'mentalidad_emprendedora', 'father', 'empresarialidad', 'engendrador', 'don', 'pa', 'emprendimiento', 'concebir', 'sacerdocio_catolico', 'sacerdocio_católico', 'fundadora', 'chaw', 'papito', 'padre_biológico', 'santos_padres', 'progenitor_masculino', 'emprendedurismo', 'sacerdote_católico', 'padres_de_la_iglesia_católica', 'dios_padre', 'padres_católicos', 'padres_de_la_iglesia_de_rito_latino', 'cuatro_padres_de_la_iglesia_latina', 'sacerdocio_en_la_iglesia_católica', 'padre', 'empresarios', 'espíritu_empresarial', 'fundador', 'papá', 'padres_de_la_iglesia_catolica', 'padres_de_la_iglesia', 'empresario', 'co-fundador', 'dios_el_padre'}
fear	{'intensa-mente', 'temer', 'pasión_obsesiva', 'preocupación', 'intensamente', 'angst', 'inside_out', 'miedos', 'asustarse', 'marillion', 'intensa_mente', 'pasion_obsesiva', 'del_reves', 'the_inside_out', 'temor', 'espanto', 'fear', 'amedrentarse', 'miedo', 'respeto', 'reverenciar', 'terror', 'cuidado', 'del_revés', 'sobrecogimiento', 'reverencia', 'venerar', 'temores', 'veneración', 'inquietud', 'espantarse', 'tener_miedo_de', 'tener_miedo', 'pavura', 'pavor', 'susto'}
feather	{'llorones', 'plumaje_reproductivo', 'lloron', 'vuelta_horizontal', 'filoplume', 'bárbulas', 'semicerdas', 'rémiges', 'plumaje_de_eclipse', 'plumaje_eclipse', 'yak-21', 'barbillas', 'plumas_timoneras', 'téctrice', 'plumas_genéricas_de_contorno', 'plumas_típicas', 'yakovlev_yak_15', 'río_de_las_plumas', 'pluma', 'plumas_coberteras', 'plumas_de_contorno', 'semicerda', 'yak_17', 'cobertora_auricular', 'rétriz', 'yakovlev_yak-21', 'yakovlev_yak_17', 'semiplumas', 'pluma_de_contorno', 'cobertora', 'yakovlev_yak_21', 'yakovlev_yak-17', 'bárbula', 'réctrices', 'réctrice', 'pluma_genérica_de_contorno', 'fitoplumas', 'rio_de_las_plumas', 'cobertoras_auriculares', 'llorón', 'suikoden_ii', 'remige', 'rectrices', 'fitopluma', 'semipluma', 'mario_kart_saga', 'yak_15', 'rémige', 'plumas', 'calado', 'pluma_cobertera', 'yak-17', 'plumaje', 'péñola', 'pluma_típica', 'rectriz', 'plumas_remeras', 'super_mario_kart', 'yakovlev_yak-15', 'emplumar', 'téctrices', 'yak_21', 'yak-15'}
feeling	{'sentimiento', 'presentimiento', 'sentido_del_tacto', 'sentimiento_intuitivo', 'impresión', 'creencia', 'sentimental', 'percepción_táctil', 'táctil', 'espíritu', 'sensación', 'tono', 'somatosensorial', 'tacto', 'premonición', 'idea', 'retroalimentación_táctil', 'sensación_táctil', 'sistema_somatosensorial', 'sentir', 'noción', 'sentimientos', 'emoción'}
few	{'menos', 'cantidad', 'pocos', 'poco', 'minoría'}
fight	{'pendencia', 'luchar', 'pelear', 'combate', 'lid', 'peleas', 'batalla', 'forcejear', 'pendenciera', 'esforzarse', 'lides', 'oponer', 'renir', 'contienda', 'pendencieras', 'batirse', 'reñir', 'lucha', 'acción', 'enfrentarse', 'peleadoras', 'pendencieros', 'reyerta', 'entrenamiento_de_combate', 'brooke_candy', 'agitar', 'lidiar', 'derrotar', 'rinas', 'esforzarse_con_denuedo', 'peleador', 'defender', 'peleadores', 'riña', 'pulsar', 'peleadora', 'oponerse', 'brega', 'batallas', 'pendenciero', 'defenderse', 'cruzar', 'escaramuzas', 'pugna', 'conflicto', 'batallar', 'compromiso', 'lidia', 'pendenciar', 'fight', 'garata', 'riñas', 'competitividad', 'combate_armado', 'pugnar', 'hacer_campaña', 'pelea', 'luchas', 'combatir', 'combates', 'oponerse_a'}
fingernail	{'uñas', 'garra', 'uña'}
fire	{'quemarse', 'explosión', 'alimentar', 'despertar', 'incitar', 'licenciar', 'white_noise', 'heartbreak_on_hold', 'camp_rock_2_the_final_jam', 'conflagración', 'encender', 'leona_louise_lewis', 'poder', 'emerson_lake_&_palmer', 'arder', 'el_incendio', 'abrir_fuego', 'the_dangerous_summer', 'hoguera', 'lar', 'estimular', 'kelis_was_here', 'was_here', 'dar_aviso', 'smoke_n_mirrors', 'white_nois', 'disparar', 'tirar', 'exonerar', 'destituir', 'fogosidad', 'emerson,_lake_&_palmer', 'anarchy', 'amazon_kindle_fire', 'despedir', 'incendios', 'quemar', 'fervidness', 'provocar', 'finiquitar', 'emerson_lake_and_palmer', 'echar', 'lumbre', 'correr', 'kindle_fire', 'emerson_lake_and_parmer', "let's_cheers_to_this", 'fervor', 'incendiarse', 'incendio', 'llamarada', 'llamas', 'hogar', 'fire', 'chris_corchiani', 'infierno', 'emerson,_lake_and_palmer', 'incendiar', 'tina_barrett', 'despachar', 'fuegos', 'llameante', 'llama', 'hornear', 'excitar', 'beatriz_dacosta', 'fire/jericho', 'evocar', 'aprovisionar_de_combustible', 'suscitar', 'fuego', 'flama', 'causar', 'dejar_cesante', 'ardor', 'ataque', 'camp_rock_2:_the_final_jam', 'leona_lewis', 'emerson,_lake_and_parmer', 'descargar'}
fish	{'anatomía_de_los_peces', 'pescado', 'oceanódromo', 'diádromos', 'derek_william_dick', 'pescaderia', 'diadromo', 'catádromos', 'anatomia_de_los_peces', 'catádromo', 'anádromo', 'go_fish', 'files_transferred_over_shell_protocol', 'potádromos', '¡pesca!', 'aleta_adiposa', 'aletas_pelvicas', 'oceanodromo', 'anfidromo', 'protocerca', 'catadromo', 'hibridacion_fluorescente_in_situ', 'pescar', 'potádromo', 'pterigióforo', 'friendly_interactive_shell', 'anfídromos', 'diádromo', 'diadromos', 'aletas_pélvicas', 'anadromo', 'fluorescencia_in_situ_hibridacion', 'fish_shell', 'epicerca', 'anfidromos', 'pez', 'peje', 'phish', 'mīna', 'oceanodromos', 'hibridación_in_situ_fluorescente', 'faenar', 'gonopodio', 'angulas', 'ictíofauna', 'anfídromo', 'oceanódroma', 'oceanódromos', 'peces_marinos', 'fish', 'pescadería', 'potadromo', 'hipocerca', 'potadromos', 'alevines', 'fluorescencia_in_situ_hibridación', 'hibridación_fluorescente_in_situ', 'heterocerca', 'alimento_para_peces', 'catadromos', 'peces', 'pisces', 'alevín', 'ictiofauna', '♓', 'piscis', 'homocerca', 'piscis_los_peces', 'pescados', 'despacho_de_pescado', 'sh3pxd2a'}
five	{'poco_phoebe', 'equipo_de_básquet', 'five', 'quint', 'cinque', 'cinco', 'succeeder', 'v', 'hollywood_undead', 'eneagrama_de_la_personalidad', 'sugarcult', 'éxito', 'ganador', 'eneagrama', 'equipo_de_básquetbol', 'pentad', 'achiever', 'equipo_de_baloncesto', 'numero_5', '5', 'channel_5', 'quinto', '5ive', 'número_5'}
float	{'comas_flotantes', 'yesero_flotador', 'antipatron_de_diseno_floating_point_currency', 'nadadera', 'números_de_punto_flotante', 'helado_con_soda', 'hoja_de_estilos_en_cascada', 'cascading_stylesheets', 'descompresión_explosiva', 'hojas_de_estilo_en_cascada', 'ponton', 'antipatron_de_diseño_floating_point_currency', 'flotar', 'capital_flotante', 'coma_flotante', 'desfile_de_carrozas', 'free_float', 'antipatrón_de_diseno_floating_point_currency', 'número_de_punto_flotante', 'css3', 'floating_point_currency', 'cascading_style_sheet', 'flotador_público', 'moneda_en_punto_flotante', 'barco_pontón', 'css', 'emisión', 'permitir_fluctuar', 'vejiga_natatoria', 'aritmetica_de_punto_flotante', 'descompresión_controlada', 'punto_flotante', 'pontón', 'helado_de_soda', 'flotador', 'permitir_la_fluctuación', '.css', 'nadar', 'hojas_de_estilos_en_cascada', 'vejiga_de_gas', 'corcho', 'derivar', 'bobfloat', 'descompresión_descontrolada', 'soplar', 'cascading_style_sheets', 'helado_de_flotador', 'hojas_de_estilo_css', 'css2', 'aritmética_de_punto_flotante', 'float', 'boya', 'antipatrón_de_diseño_floating_point_currency', 'flotadores'}
flow	{'fluir', 'grace', 'gravity_recovery_and_climate_experiment', 'hidromecanica', 'período', 'menstruacion', 'hidráulica', 'alternative_rap', 'red_flujo', 'trastorno_disforico_premenstrual', 'flujo_maximal', 'dinámica_de_fluidos', 'tasa_de_flujo_volumétrico', 'presión_hidráulica', 'red', 'dinamicista_fluido', 'rapero', 'hidraulico', 'young_money', 'laboratorio_interior_y_de_recuperacion_de_gravedad', 'raperos', 'correr', 'fluido_mecánica', 'síndrome_premestrual', 'fluctuar', 'grail', 'mecanica_de_fluidos', 'rapeo', 'manar', 'torrente', 'hidraulica', 'hidráulicamente', 'curso', 'menorrea', 'red_de_flujo', 'tasa_de_flujo', 'fluido_mecanica', 'rueda_hidráulica', 'achaque', 'ruedas_hidráulicas', 'dinamica_de_fluidos', 'flujo_volumétrico', 'catamenia', 'mecánica_de_los_fluidos', 'hip_hop_musica', 'alimentar', 'flujo_constante', 'ruedas_hidraulicas', 'mecanica_de_los_fluidos', 'flujo_volúmico', 'hip_hop_música', 'flujo', 'hidráulico', 'canciones_de_rap', 'caer', 'crecer', 'caudal', 'velocidad_de_flujo', 'flujo_de_fluidos', 'flujo_volumetrico', 'menstruación', 'sindrome_premestrual', 'florent_mothe', 'corriente', 'flow', 'menstruo', 'young_money_entertainment', 'emceeing', 'rap', 'mecánica_de_fluidos', 'gravity_recovery_and_interior_laboratory', 'flow:_for_love_of_water', 'premenstrual', 'rapping', 'periodo', 'mes', 'fluidodinamica', 'río', 'hidromecánica', 'fluidodinámica', 'física_de_fluidos', 'proto-rap', 'regla', 'trayectoria_de_aumento', 'flujo_volumico', 'flujo_menstrual', 'menstruar', 'laboratorio_interior_y_de_recuperación_de_gravedad'}
flower	{'auge', 'floración', 'floracion', 'flores', 'florecimiento', 'copa_de_la_flor', 'supreme_show', 'gackt', 'brotes', 'camui_gackt', 'apogeo', 'mind_of_mine', 'planta_floral', 'flor', 'temporada_de_crecimiento', 'cera_epicuticular', 'estar_en_epoca', '⚘', 'relient_k', 'play', 'gackt_camui', 'bambi', 'ceras_epicuticulares', 'floral', 'florales', 'flower', 'florecer', 'cera_epicutilar'}
fly	{'calesa', 'ponerse', 'mosca', 'pilotar', 'moscas_verdaderas', 'mariposa', 'enviar_por_avión', 'espabilado', 'volar_frente', 'volar', 'bragueta', 'enviar_por_aire', 'hacer_volar', 'rio_fly', 'ir_volando', 'the_fly', 'abrazame', 'fly_ball', 'río_fly', 'echarse_el_pollo', 'elevar', 'elevado', 'vocabulario_vexilologico', 'dípteros', 'atravesar', 'desaparecer', 'mariposa_carrera', 'escapar', 'vocabulario_vexilológico', 'volar_hoja', 'correr', 'derribar', 'rainfly', 'vanessa_camargo', 'wolves', 'evaporarse', 'diptero', 'díptero', 'la_mosca', 'tienda_de_exclusión_aérea', 'mosco_mosca', 'avispado', 'wanessa_camargo', 'estilo_mariposa', 'la_mosca_de_la_cabeza_blanca', 'volar_aviones', 'fugarse', 'moscas', 'dipteros', 'tienda_solapa', 'huir', 'pelota_elevada', 'pilotear', 'wanessa', 'abrazame_cancion_de_camila', 'desvanecerse', 'ciara', 'diptera', 'abrázame', 'evadir', 'fly'}
fog	{'estupefacción', '10th_avenue_freakout', 'cubrir', 'ocultar', 'terror_en_la_niebla', 'nublarse', 'tapar', 'velar', 'niebla', 'niebla_de_superficie', 'oscuridad', 'zfpm1', 'neblina', 'bruma', 'anieblarse', 'aturdimento', 'esconder', 'the_fog'}
food	{'nutriente', 'viveres', 'comida_diaria', 'sustancia_nutritiva', 'nutrientes', 'comidas_diarias', 'viandas', 'nutrimento', 'productos_alimenticios', 'alimentos', 'alimento_comestible', 'víveres', 'recursos_alimenticios', 'producto_alimentario', 'comestible', 'sustento', 'comer', 'alimento_para_el_pensamiento', 'macronutrientes', 'comicha', 'alimento_intelectual', 'food_records', 'alimento', 'kirby', 'alimentos_sólidos', 'comida', 'jamar'}
foot	{'filo_mollusca', 'andar_a_pie', 'carcanal', 'fundamento', 'puño_de_escota', 'foot', 'pies', 'arma_de_infanteria', 'molusca', 'infanteria', 'fundación', 'cimentacion', 'b', 'molusco', 'patas', 'soldados_de_infantería', 'pié', 'pies_de_acotamiento', 'máquina_de_coser', 'pinrel', 'pie_metrico', 'cimientos', 'invertebrados_pie', 'pada', 'infantería', 'pezuña', 'la_máquina_de_coser', 'planta_del_pie', 'unidad_métrica', 'pata', 'phylum_mollusca', 'pagar', 'costear', 'máquinas_de_coser', 'obenque', 'carcañal', 'base', 'pie_métrico', 'regimiento_de_infantería', 'ir_a_pie', 'anfibráquico', 'cimentación', 'cimiento', 'pie_humano', 'maquina_de_coser', 'hoja', 'mollusca', 'clima_hoja', 'pes', 'understructure', 'moluscos', 'cancelar', 'escota', 'arma_de_infantería', 'ft', 'pies_métricos', 'feet', 'escota_de_mayor', 'pie', 'cubierta'}
forest	{'boscosa', 'arbol', 'arborizar', 'árbol', 'boscaje', 'timberland', 'sabana_arbolada', 'impacto_ambiental_potencial_del_manejo_de_bosques_naturales', 'arbolado', 'forestal', 'nottingham_forest_f.c.', 'el_bosque', 'nottingham_forest_football_club', 'nemoral', 'nottingham_forest_f_c.', 'algaba', 'forest', 'the_reds', 'floresta', 'selva', 'tricky_trees', 'nottingham_forest_fc', 'arbolar', 'bosque', 'foresta', 'foresters', 'wälder', 'bosque_de_zona_templada', 'arboledos', 'super_reds', 'nffc', 'nottingham_forest_f_c', 'bosques_de_coníferas', 'arboleda', 'arbolados', 'nottingham_forest', 'vorst', 'bosques', 'arboledo'}
four	{'cuaternio', 'cuatro-punto', 'planetary', 'forth', 'cuarto', 'cuaterna', 'numero_4', 'night_changes', '4', 'little_joe', 'cinco', 'four:_a_divergent_story_collection', 'cuaternión', 'channel_four', 'succeeder', '4_servicio_del_metro_de_nueva_york', 'cuarta', 'cuaternidad', 'four', 'eneagrama_de_la_personalidad', 'seaweed', 'channel_4', 'canal_4', 'éxito', 'ganador', 'tetraktys', 'eneagrama', 'achiever', 'cuarteto', 'iv', 'número_4', 'cuatro', 'tetractys', 'cuaternion', 'seis', 'tétrada', 'tetra', 'límite', 'cuaterniones'}
freeze	{'jordin_sparks', 'freeez', 'solidificación', 'solidificar', 'escarcha', 'solidificado', 'suspender', 'anestesiar_por_congelación', 'congelar', 'alto', 'todd_smith', 'solidificadas', 'helarse', 'bloodline', 'colgarse', 'bloquear', 'congelación', 'helada', 'solidificada', 'solidificados', 'freeze', 'congelamiento', 'helar', 'congelarse', 'solidificacion'}
fruit	{'cuerpo', 'buqué', 'vaina_de_la_semilla', 'astringencia', 'frutos', 'fruto', 'frutas', 'buquet', 'mineralidad', 'producción', 'seco', 'frutar', 'equilibrio', 'stypsis', 'bouqué', 'fruta', 'bouque', 'fruit'}
full	{'completo', 'todo', 'luna_llena', 'fase_de_la_luna_llena', 'full-of-the-moon', 'total', 'pleno', 'crecer', 'ancho', 'amplio', 'nombres_de_la_luna_llena', 'llena', 'enfurtir', 'perfecto', 'plenamente', 'satisfecho', 'batanar', 'entero', 'aumentar_de_fase', 'lleno', 'completamente', 'abatanar', 'incrementar_la_intensidad', 'absoluto', 'plenilunio'}
garbage	{'residuos_sólidos', 'withering_to_death', 'garbage', 'desperdicios', 'eliminación_de_residuos_sólidos', 'basura_organica', 'residuos_sólidos_urbanos', 'desechar', 'tonterías', 'barreduras', 'desecho', 'sobras', 'residuos_de_alimentos', 'deshecho', 'residuo_doméstico', 'basura', 'recogida_de_basura', 'basura_inorgánica', 'restos', 'basura_inorganica', 'residuo_sólido_urbano', 'residuos_de_productos', 'desechos', 'rsu', 'chatarrería', 'basura_orgánica', 'eliminacion_de_residuos_solidos', 'eliminacion_de_residuos_sólidos', 'chatarreria', 'desechos_de_origen', 'residuo_sólido', 'residuos', 'sandeces', 'chatarrero', 'residuo_solido', 'material_de_desecho', 'residuos_municipales', 'withering_to_death.', 'recogida_de_basuras', 'residuos_solidos', 'desperdicio_alimenticio', 'residuos_urbanos', 'chatarra', 'residuo_metálico', 'migajas', 'rechazar', 'residuos_domésticos', 'residuo', 'chorradas'}
give	{'trasmitir', 'derrumbarse', 'regalos_de_navidad', 'obsequios', 'alimentar', 'sustentar', 'alcanzar', 'cold', 'dádiva', 'give', 'apartar', 'dispensar', 'conceder', 'donar', 'caer', 'transmitir', 'aplicar', 'dedicar', 'the_giver', 'regalo_de_navidad', 'acercar', 'producir', 'presentar', 'ceder', 'hacer', 'aportar', 'prestar', 'dejar', 'le', 'generar', 'comunicar', 'consagrarse', 'mostrar', 'pet_your_friends', 'echar', 'el_dador_de_recuerdos', 'sacrificar', 'proporcionar', 'regalar', 'organizar', 'irse_a_pique', 'obsequiar', 'entregar', 'pasar', 'impartir', 'consagrar', 'dedicarse', 'dar', 'desplomarse', 'establecer', 'retirar', 'elasticidad', 'romperse', 'contribuir', 'conferir', 'colapsar', 'arrojar', 'obsequio', 'regalo', 'permitir', 'desplomar', 'causar', 'traspasar', 'dedicar_a', 'propinar', 'comprometer', 'otorgar', 'regalos', 'presente', 'adjudicar'}
gold	{'ciclo_de_vida_del_software_liberación', 'beta_pública', 'gold', 'disco_de_plata', 'alpha', 'álbumes_latinos_que_superan_las_500_000_copias_vendidas', 'alfa_software', 'oro', 'áureo', 'medalla_de_oro', 'versión_rtm', 'platino', 'ámbar', 'certificado_oro', 'alfa_test', 'oro_nativo', 'multi-platino', '(4955)_gold', 'candidato_de_versión_comercial', 'medallas_de_oro', 'sandhja_kuivalainen', 'beta_test', 'dorado', 'evaluacion_de_versiones_beta', 'elemento_quimico_oro', 'young_lust_the_aerosmith_anthology', 'discos_de_oro', 'amarillo_ambar', 'abba_gold:_greatest_hits', 'certificados_de_discos', 'probador_beta', 'aurum', 'versión', 'medalla_de_oro_olímpica', 'certificación_platino', 'fases_de_desarrollo', 'evaluación_de_versiones_beta', 'certificacion_de_ventas_discográficas', 'certificacion_de_ventas_discograficas', 'albumes_latinos_que_superan_las_500.000_copias_vendidas', 'oro_gris', 'versión_candidata', 'oro_amarillo', 'software_alfa', 'wanna_one', 'pre-alpha', 'aurífera', 'abba_gold', 'certificación_de_ventas_discográficas', 'certificación_de_oro', 'etapa_de_desarrollo', 'version_alfa', 'versión_alpha', 'versión_beta', 'aurifero', 'froot', 'oro_rojo', 'prueba_beta', 'color_oro', 'color_dorado', 'disco_de_oro', 'version_beta', 'beta_abierta', 'release_candidate', 'discos_de_platino', 'sonicflood', 'sencillo_de_platino', 'wanna·one', 'elemento_químico_oro', 'color_ambar', 'sandhja', 'amarillo_ámbar', 'número_atómico_79', 'release_to_manufacturing', 'ciclo_de_vida_del_software', 'aurifera', 'discos_de_doble_platino', 'abba_gold_greatest_hits', 'anthology', 'the_heist', 'shooting_star', 'versión_alfa', 'oro_rosa', 'fases_del_desarrollo_de_software', 'disco_oro', 'jimmy', 'álbumes_latinos_que_superan_las_500.000_copias_vendidas', 'disco_de_oro_y_platino', 'electro', 'amarillo_oro', 'triple_platino', 'moonlighting:_the_anthology', 'software_beta', 'medallista_de_oro', 'fases_de_desarrollo_de_software', 'ambar', 'disco_platino', 'au', 'young_lust:_the_aerosmith_anthology', 'the_cranberries_gold', 'color_ámbar', 'grabación_de_música_ventas_certificación', 'disco_diamante', 'disco_de_platino', 'doble_platino', 'aurífero', 'albumes_latinos_que_superan_las_500_000_copias_vendidas', 'oro_puro', 'bobby_brown', 'oro_de_veta', 'certificación_de_ventas_discograficas', 'beta_cerrada', 'áurico', 'music_recording_sales_certification'}
